Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time;
idle;38.89;1.02;40.70;1.04;37.93;1.00;;;;0.218;3889;2;6.633;;;0.001;134;0;20.02;
1100000-threshold-115;48.30;1.10;49.16;1.10;45.91;1.10;;;;0.157;6372;2;39.250;;;0.005;3761;0;25.99;
idle;39.24;1.02;42.36;1.06;37.81;1.00;;;;0.245;3968;2;7.067;;;0.001;95;0;20.02;
1100000-threshold-120;46.11;1.10;49.21;1.10;44.08;1.09;;;;0.160;8300;2;28.734;;;0.003;3168;0;40.85;
idle;38.94;1.03;40.74;1.07;37.29;1.00;;;;0.323;4731;2;6.800;;;0.001;221;0;20.01;
1100000-threshold-125;48.74;1.10;49.77;1.10;45.68;1.10;;;;0.169;6957;2;38.958;;;0.004;2720;0;26.88;
idle;38.88;1.03;39.89;1.05;37.85;1.00;;;;0.246;4238;2;6.577;;;0.001;122;0;20.02;
1100000-threshold-130;48.35;1.10;52.34;1.10;44.11;1.10;;;;0.157;5544;2;38.918;;;0.004;2850;0;27.63;
idle;38.82;1.03;40.06;1.04;37.76;1.01;;;;0.203;3881;2;6.440;;;0.001;124;0;20.00;
1100000-threshold-135;48.68;1.10;52.24;1.10;43.27;1.08;;;;0.199;5543;2;40.965;;;0.004;3233;0;25.09;
idle;39.20;1.02;40.58;1.05;37.84;1.00;;;;0.252;4293;2;6.900;;;0.001;108;0;20.02;
1100000-threshold-140;48.75;1.10;52.93;1.10;42.69;1.07;;;;0.137;6653;2;40.202;;;0.004;3111;0;26.26;
idle;39.26;1.03;45.79;1.07;37.82;0.99;;;;0.236;4806;2;7.086;;;0.000;104;0;20.02;
1100000-threshold-145;48.69;1.10;52.47;1.10;44.33;1.10;;;;0.143;6085;2;39.891;;;0.004;2628;0;25.64;
idle;39.03;1.02;40.89;1.05;36.84;0.99;;;;0.215;3865;2;6.810;;;0.001;109;0;20.02;
1100000-threshold-150;46.34;1.10;49.35;1.10;42.94;1.08;;;;0.192;9567;2;29.705;;;0.003;3550;0;38.14;
idle;39.38;1.03;44.33;1.08;37.70;0.99;;;;0.224;4662;2;7.330;;;0.001;124;0;20.02;
1100000-threshold-155;49.11;1.10;53.72;1.10;44.43;1.10;;;;0.175;6472;2;40.478;;;0.005;3279;0;25.86;
idle;38.98;1.02;40.08;1.04;37.96;1.00;;;;0.228;4537;2;6.734;;;0.001;117;0;20.02;
1100000-threshold-160;46.05;1.10;49.58;1.10;44.00;1.09;;;;0.152;8960;2;29.761;;;0.003;3596;0;38.18;
idle;38.82;1.02;40.55;1.04;37.36;1.00;;;;0.260;4262;2;6.506;;;0.000;109;0;20.02;
1100000-threshold-165;48.57;1.10;49.45;1.10;44.90;1.10;;;;0.115;5109;2;38.359;;;0.003;2629;0;26.01;
idle;39.32;1.03;42.77;1.07;37.61;1.01;;;;0.235;4159;2;7.311;;;0.001;119;0;20.02;
1100000-threshold-170;48.84;1.10;53.60;1.10;44.35;1.09;;;;0.123;5771;2;39.633;;;0.004;2915;0;25.56;
idle;38.85;1.03;40.60;1.05;37.28;1.01;;;;0.215;3931;2;6.758;;;0.001;105;0;20.02;
1100000-threshold-175;48.08;1.10;49.60;1.10;43.73;1.09;;;;0.152;6143;2;38.431;;;0.005;3954;0;25.31;
idle;39.01;1.03;41.46;1.05;36.66;0.99;;;;0.270;4071;2;6.959;;;0.001;112;0;20.01;
1100000-threshold-180;48.69;1.10;49.78;1.10;45.80;1.09;;;;0.139;5548;2;39.147;;;0.004;3765;0;24.53;
idle;38.79;1.02;40.58;1.05;37.19;0.99;;;;0.209;4169;2;6.614;;;0.001;104;0;20.02;
1100000-threshold-185;48.26;1.10;49.36;1.10;45.21;1.10;;;;0.169;6725;2;37.592;;;0.005;3783;0;27.53;
idle;42.20;1.06;45.18;1.08;40.86;1.03;;;;0.331;5399;2;12.441;;;0.002;511;0;20.02;
1100000-threshold-190;49.04;1.10;53.99;1.10;42.80;1.08;;;;0.208;6463;2;41.341;;;0.005;2873;0;24.11;
idle;38.84;1.03;39.78;1.06;37.96;1.00;;;;0.234;4076;2;6.743;;;0.001;101;0;20.02;
1100000-threshold-195;49.01;1.10;53.12;1.10;43.97;1.09;;;;0.147;5647;2;40.744;;;0.005;3182;0;22.76;
idle;38.87;1.02;39.69;1.05;37.40;0.99;;;;0.262;4301;2;6.548;;;0.000;102;0;20.02;
1100000-threshold-200;46.18;1.10;49.57;1.10;44.05;1.10;;;;0.230;8866;2;29.491;;;0.003;3047;0;33.64;
idle;39.06;1.02;42.36;1.05;37.71;0.99;;;;0.287;4542;2;6.781;;;0.001;117;0;20.02;
1100000-threshold-205;48.84;1.10;53.46;1.10;44.59;1.10;;;;0.157;5068;2;38.920;;;0.004;2915;0;23.89;
idle;38.91;1.03;40.98;1.06;37.46;1.00;;;;0.252;4207;2;6.521;;;0.001;107;0;20.02;
1100000-threshold-210;48.93;1.10;53.30;1.10;44.32;1.09;;;;0.146;5878;2;40.012;;;0.005;2819;0;22.34;
idle;39.38;1.03;41.04;1.05;38.27;1.00;;;;0.238;4526;2;7.144;;;0.001;139;0;20.00;
1100000-threshold-215;46.21;1.10;49.63;1.10;44.39;1.10;;;;0.162;7662;2;28.428;;;0.003;3448;0;36.78;
idle;38.98;1.03;41.01;1.07;37.79;1.00;;;;0.200;4252;2;6.521;;;0.001;142;0;20.02;
1100000-threshold-220;49.30;1.10;53.72;1.10;44.56;1.10;;;;0.145;5641;2;40.602;;;0.005;3072;0;22.43;
idle;38.99;1.02;40.73;1.05;37.70;1.00;;;;0.237;4416;2;6.599;;;0.001;120;0;20.02;
1100000-threshold-225;49.69;1.10;54.46;1.10;44.23;1.08;;;;0.183;5399;2;41.271;;;0.005;3202;0;22.25;
idle;39.13;1.03;42.30;1.05;38.07;1.01;;;;0.233;4348;2;6.857;;;0.001;102;0;20.00;
1100000-threshold-230;49.37;1.10;53.81;1.10;44.65;1.10;;;;0.216;5587;2;40.380;;;0.006;3034;0;21.89;
idle;39.10;1.03;40.36;1.05;38.14;1.00;;;;0.227;4019;2;6.798;;;0.000;92;0;20.02;
1100000-threshold-235;48.97;1.10;50.16;1.10;45.24;1.10;;;;0.125;5395;2;38.644;;;0.004;2724;0;23.56;
idle;38.75;1.02;39.96;1.05;37.30;0.99;;;;0.207;3753;2;6.468;;;0.001;93;0;20.02;
1100000-threshold-240;46.24;1.10;49.49;1.10;44.41;1.10;;;;0.181;8274;2;29.552;;;0.003;3411;0;34.63;
idle;38.91;1.02;40.05;1.05;37.68;1.00;;;;0.222;3834;2;6.340;;;0.001;106;0;20.02;
1100000-threshold-245;48.76;1.10;53.45;1.10;43.57;1.08;;;;0.145;4963;2;39.091;;;0.004;2940;0;23.26;
idle;39.01;1.02;40.25;1.05;37.80;1.01;;;;0.223;4148;2;6.513;;;0.001;99;0;20.02;
1100000-threshold-250;49.31;1.10;53.85;1.10;43.82;1.08;;;;0.186;4912;2;41.631;;;0.005;3062;0;21.14;
idle;39.14;1.02;41.17;1.04;37.84;1.00;;;;0.223;4777;2;6.661;;;0.001;129;0;20.02;
1100000-threshold-255;49.01;1.10;53.21;1.10;44.57;1.09;;;;0.152;5248;2;40.069;;;0.005;3019;0;22.55;
idle;38.97;1.02;41.01;1.05;37.84;1.00;;;;0.206;3854;2;6.452;;;0.000;98;0;20.02;
1100000-threshold-0;49.02;1.10;50.70;1.10;46.28;1.10;;;;0.198;6989;2;41.063;;;0.004;3507;0;25.31;
idle;39.11;1.03;40.70;1.05;38.18;1.01;;;;0.271;4317;2;6.813;;;0.001;103;0;20.02;
1100000-threshold-5;46.08;1.10;48.87;1.10;44.09;1.10;;;;0.189;9461;2;29.821;;;0.003;3567;0;40.09;
idle;39.38;1.03;41.52;1.05;37.50;1.00;;;;0.229;3984;2;7.150;;;0.001;142;0;20.02;
1100000-threshold-10;46.33;1.10;49.01;1.10;44.54;1.10;;;;0.200;9377;2;29.854;;;0.004;3590;0;39.47;
idle;39.05;1.02;40.96;1.07;37.18;1.00;;;;0.248;4496;2;6.722;;;0.000;91;0;20.02;
1100000-threshold-15;46.02;1.10;48.71;1.10;42.92;1.07;;;;0.166;9505;2;29.678;;;0.003;3112;0;40.21;
idle;39.18;1.03;42.36;1.06;37.74;1.00;;;;0.241;4474;2;7.070;;;0.001;133;0;20.01;
1100000-threshold-20;48.29;1.10;49.22;1.10;45.03;1.09;;;;0.159;6464;2;38.912;;;0.006;4451;0;26.51;
idle;38.96;1.03;40.12;1.05;36.91;1.00;;;;0.229;3939;2;6.488;;;0.001;99;0;20.02;
1100000-threshold-25;48.92;1.10;51.99;1.10;44.37;1.10;;;;0.172;5629;2;41.409;;;0.005;3140;0;25.52;
idle;39.18;1.02;40.77;1.04;37.93;1.01;;;;0.262;4454;2;6.804;;;0.001;125;0;20.02;
1100000-threshold-30;46.03;1.10;49.04;1.10;44.07;1.09;;;;0.144;8328;2;28.586;;;0.003;3360;0;41.80;
idle;39.00;1.03;39.58;1.05;37.92;1.01;;;;0.229;4294;2;6.766;;;0.001;135;0;20.00;
1100000-threshold-35;48.36;1.10;49.73;1.10;44.44;1.10;;;;0.167;7036;2;38.508;;;0.005;3738;0;27.60;
idle;39.27;1.02;41.22;1.04;38.17;0.99;;;;0.168;3858;2;6.921;;;0.001;132;0;20.02;
1100000-threshold-40;48.66;1.10;49.92;1.10;45.62;1.09;;;;0.172;6950;2;39.763;;;0.004;3748;0;26.36;
idle;38.93;1.03;40.17;1.04;37.78;1.00;;;;0.211;4054;2;6.524;;;0.000;94;0;20.02;
1100000-threshold-45;48.74;1.10;49.58;1.10;46.48;1.10;;;;0.165;6878;2;39.252;;;0.005;3418;0;27.55;
idle;39.26;1.03;41.39;1.06;37.87;1.00;;;;0.208;4568;2;7.009;;;0.001;256;0;20.02;
1100000-threshold-50;48.66;1.10;49.57;1.10;46.35;1.10;;;;0.140;6476;2;39.258;;;0.004;3678;0;27.57;
idle;38.84;1.02;39.92;1.04;37.73;1.00;;;;0.207;3890;2;6.491;;;0.001;106;0;20.02;
1100000-threshold-55;46.12;1.10;49.43;1.10;44.28;1.10;;;;0.165;8648;2;28.747;;;0.003;3635;0;41.77;
idle;38.80;1.02;40.42;1.05;37.41;1.00;;;;0.244;3817;2;6.544;;;0.001;115;0;20.02;
1100000-threshold-60;46.11;1.10;49.33;1.10;43.94;1.09;;;;0.193;9981;2;29.731;;;0.003;3435;0;39.76;
idle;39.01;1.02;40.45;1.04;37.39;0.99;;;;0.213;4896;2;7.027;;;0.001;113;0;20.02;
1100000-threshold-65;46.47;1.10;49.24;1.10;44.21;1.09;;;;0.173;9789;2;29.717;;;0.003;2965;0;39.68;
idle;38.93;1.02;40.70;1.07;37.66;1.00;;;;0.244;4019;2;6.735;;;0.001;129;0;20.00;
1100000-threshold-70;46.33;1.10;49.11;1.10;44.06;1.10;;;;0.181;10087;2;29.847;;;0.003;2848;0;39.97;
idle;39.00;1.02;41.68;1.05;37.48;0.99;;;;0.205;4395;2;6.655;;;0.000;97;0;20.02;
1100000-threshold-75;46.12;1.10;48.97;1.10;42.95;1.09;;;;0.182;9728;2;29.840;;;0.003;2998;0;39.34;
idle;38.92;1.02;40.53;1.04;37.73;1.00;;;;0.239;4398;2;6.491;;;0.001;132;0;20.02;
1100000-threshold-80;48.24;1.10;49.28;1.10;44.75;1.10;;;;0.146;7028;2;38.766;;;0.004;3781;0;26.68;
idle;39.00;1.02;41.77;1.06;37.69;1.00;;;;0.207;4359;2;6.695;;;0.001;115;0;20.02;
1100000-threshold-85;48.81;1.10;51.97;1.10;43.98;1.10;;;;0.160;6071;2;40.661;;;0.005;2947;0;26.90;
idle;39.22;1.03;40.77;1.05;38.29;1.01;;;;0.229;4298;2;6.893;;;0.001;120;0;20.02;
1100000-threshold-90;48.20;1.10;51.75;1.10;44.10;1.09;;;;0.146;5976;2;38.975;;;0.004;3446;0;28.12;
idle;39.03;1.02;40.43;1.04;37.24;0.99;;;;0.211;4056;2;6.561;;;0.000;87;0;20.02;
1100000-threshold-95;48.69;1.10;52.04;1.10;44.10;1.10;;;;0.148;5582;2;40.326;;;0.003;2595;0;27.00;
idle;39.12;1.03;41.94;1.05;38.22;1.00;;;;0.255;3946;2;6.772;;;0.001;128;0;20.01;
1100000-threshold-100;49.16;1.10;53.19;1.10;43.31;1.09;;;;0.105;5771;2;40.845;;;0.004;2959;0;26.29;
idle;39.08;1.03;40.44;1.06;37.90;1.01;;;;0.219;4057;2;6.668;;;0.001;122;0;20.02;
1100000-threshold-105;48.08;1.10;49.12;1.10;43.39;1.08;;;;0.170;6535;2;38.780;;;0.004;3872;0;27.05;
idle;38.99;1.02;40.34;1.05;37.53;0.98;;;;0.256;4182;2;6.770;;;0.001;109;0;20.02;
1100000-threshold-110;44.92;1.10;46.76;1.10;44.01;1.09;;;;0.189;12743;2;24.121;;;0.002;3323;0;51.80;
idle;38.93;1.02;39.94;1.05;37.72;1.00;;;;0.242;3733;2;6.665;;;0.001;105;0;20.00;
1100000-threshold-115;48.93;1.10;52.20;1.10;44.26;1.10;;;;0.131;5622;2;41.061;;;0.004;3234;0;25.55;
idle;39.07;1.02;40.34;1.05;37.53;0.99;;;;0.264;4740;2;6.827;;;0.001;123;0;20.02;
1100000-threshold-120;48.92;1.10;50.41;1.10;45.73;1.10;;;;0.121;6022;2;39.942;;;0.005;3880;0;25.50;
idle;38.97;1.02;40.57;1.05;37.87;1.00;;;;0.268;4553;2;6.631;;;0.001;363;0;20.02;
1100000-threshold-125;49.09;1.10;52.27;1.10;44.33;1.10;;;;0.147;5275;2;41.835;;;0.004;2653;0;24.91;
idle;38.93;1.02;40.63;1.05;37.38;0.99;;;;0.200;4143;2;6.512;;;0.001;113;0;20.02;
1100000-threshold-130;46.17;1.10;48.72;1.10;44.14;1.09;;;;0.171;9125;2;29.981;;;0.003;3113;0;38.95;
idle;39.22;1.03;42.70;1.06;37.83;0.99;;;;0.220;4194;2;6.945;;;0.001;133;0;20.02;
1100000-threshold-135;48.72;1.10;49.87;1.10;43.94;1.09;;;;0.143;6381;2;38.920;;;0.005;3401;0;27.29;
idle;39.17;1.02;40.29;1.07;38.22;1.00;;;;0.219;4378;2;6.738;;;0.001;101;0;20.02;
1100000-threshold-140;48.33;1.10;52.61;1.10;43.22;1.09;;;;0.159;5812;2;38.862;;;0.003;2707;0;27.32;
idle;39.41;1.02;41.07;1.04;37.19;1.00;;;;0.230;3973;2;6.936;;;0.001;102;0;20.02;
1100000-threshold-145;46.26;1.10;48.85;1.10;44.14;1.09;;;;0.173;8640;2;29.935;;;0.003;3115;0;37.22;
idle;39.12;1.02;40.98;1.05;37.74;0.99;;;;0.238;4321;2;6.753;;;0.001;123;0;20.02;
1100000-threshold-150;48.81;1.10;53.25;1.10;43.39;1.09;;;;0.116;4971;2;40.415;;;0.004;3280;0;25.44;
idle;39.11;1.03;40.72;1.05;37.24;0.99;;;;0.188;3906;2;6.779;;;0.000;107;0;20.02;
1100000-threshold-155;48.06;1.10;49.53;1.10;42.92;1.08;;;;0.129;6230;2;38.898;;;0.006;4131;0;26.16;
idle;39.22;1.02;41.47;1.05;37.87;0.99;;;;0.249;4318;2;6.841;;;0.001;108;0;20.02;
1100000-threshold-160;46.40;1.10;49.60;1.10;44.17;1.10;;;;0.203;8747;2;29.928;;;0.003;3087;0;36.59;
idle;39.29;1.03;41.23;1.06;37.73;0.99;;;;0.265;3796;2;6.902;;;0.001;107;0;20.02;
1100000-threshold-165;48.44;1.10;49.45;1.10;44.74;1.10;;;;0.162;6444;2;38.289;;;0.005;3769;0;25.74;
idle;39.05;1.02;40.48;1.06;38.01;1.00;;;;0.279;4254;2;6.599;;;0.001;96;0;20.02;
1100000-threshold-170;48.31;1.10;53.18;1.10;43.40;1.08;;;;0.148;6451;2;38.398;;;0.005;3241;0;26.86;
idle;39.59;1.03;42.08;1.07;37.66;1.00;;;;0.196;4076;2;7.800;;;0.001;432;0;20.02;
1100000-threshold-175;48.83;1.10;52.94;1.10;44.07;1.09;;;;0.164;5804;2;40.264;;;0.005;3677;0;24.44;
idle;39.26;1.02;41.26;1.05;38.29;1.00;;;;0.241;4223;2;6.865;;;0.001;118;0;20.01;
1100000-threshold-180;49.05;1.10;53.29;1.10;43.12;1.08;;;;0.160;5278;2;40.695;;;0.004;2717;0;24.15;
idle;39.09;1.02;42.22;1.05;37.81;1.00;;;;0.259;4136;2;6.669;;;0.001;104;0;20.02;
1100000-threshold-185;48.77;1.10;50.71;1.10;43.61;1.08;;;;0.183;6693;2;37.694;;;0.005;3718;0;25.41;
idle;39.22;1.02;40.69;1.05;38.13;1.00;;;;0.215;3538;2;6.803;;;0.001;111;0;20.02;
1100000-threshold-190;45.12;1.10;45.92;1.10;44.42;1.09;;;;0.202;12263;2;23.982;;;0.003;3371;0;47.60;
idle;39.19;1.03;42.18;1.07;37.78;0.99;;;;0.224;4284;2;7.136;;;0.001;133;0;20.02;
1100000-threshold-195;49.78;1.10;54.03;1.10;44.71;1.10;;;;0.152;5815;2;41.338;;;0.005;2989;0;22.82;
idle;38.88;1.03;40.79;1.06;37.77;0.99;;;;0.236;4104;2;6.781;;;0.001;216;0;20.02;
1100000-threshold-200;48.37;1.10;49.84;1.10;44.29;1.10;;;;0.147;5984;2;38.859;;;0.005;3889;0;23.08;
idle;39.08;1.02;41.37;1.06;37.03;1.00;;;;0.224;4111;2;6.937;;;0.001;102;0;20.02;
1100000-threshold-205;48.68;1.10;53.20;1.10;43.47;1.08;;;;0.142;5270;2;39.255;;;0.005;3061;0;23.07;
idle;39.02;1.02;42.99;1.06;37.88;1.00;;;;0.192;3745;2;6.595;;;0.001;105;0;20.02;
1100000-threshold-210;49.10;1.10;49.84;1.10;45.99;1.10;;;;0.179;6742;2;39.726;;;0.005;3608;0;21.86;
idle;39.10;1.03;41.31;1.05;37.44;1.00;;;;0.214;4099;2;6.850;;;0.000;101;0;20.02;
1100000-threshold-215;48.91;1.10;49.77;1.10;46.45;1.10;;;;0.123;6370;2;38.510;;;0.005;3583;0;22.64;
idle;39.02;1.02;40.69;1.05;37.73;0.99;;;;0.245;4664;2;6.602;;;0.001;127;0;20.02;
1100000-threshold-220;46.51;1.10;49.92;1.10;44.28;1.10;;;;0.166;7459;2;29.791;;;0.003;3212;0;33.85;
idle;39.14;1.03;40.17;1.05;38.15;1.01;;;;0.219;4100;2;6.737;;;0.000;115;0;20.02;
1100000-threshold-225;46.45;1.10;49.70;1.10;44.15;1.09;;;;0.197;8578;2;29.910;;;0.003;3573;0;33.11;
idle;39.06;1.03;40.58;1.05;37.68;1.00;;;;0.231;4267;2;6.644;;;0.000;95;0;20.02;
1100000-threshold-230;48.64;1.10;53.27;1.10;43.73;1.08;;;;0.123;5494;2;38.364;;;0.005;3220;0;23.39;
idle;39.15;1.03;41.91;1.06;38.05;1.00;;;;0.211;3999;2;6.909;;;0.001;113;0;20.02;
1100000-threshold-235;45.10;1.10;46.14;1.10;43.72;1.08;;;;0.191;11104;2;24.031;;;0.003;3417;0;45.21;
idle;39.15;1.02;40.32;1.04;38.09;0.99;;;;0.236;4173;2;6.620;;;0.001;99;0;20.02;
1100000-threshold-240;46.35;1.10;49.64;1.10;44.35;1.09;;;;0.158;7221;2;29.241;;;0.003;3126;0;34.18;
idle;39.36;1.02;44.45;1.06;37.49;0.99;;;;0.203;3900;2;6.925;;;0.001;350;0;20.02;
1100000-threshold-245;45.36;1.10;46.38;1.10;44.51;1.10;;;;0.201;11592;2;24.158;;;0.003;3533;0;46.52;
idle;39.26;1.02;41.14;1.06;37.38;0.99;;;;0.252;4590;2;6.727;;;0.001;115;0;20.02;
1100000-threshold-250;48.94;1.10;53.77;1.10;44.36;1.10;;;;0.128;5363;2;38.649;;;0.004;2390;0;23.58;
idle;39.07;1.03;40.86;1.06;37.52;1.02;;;;0.217;4316;2;6.898;;;0.001;125;0;20.01;
1100000-threshold-255;49.74;1.10;54.04;1.10;44.77;1.10;;;;0.160;5437;2;41.586;;;0.004;2549;0;21.62;
idle;38.93;1.02;40.55;1.04;37.44;0.99;;;;0.203;4165;2;6.372;;;0.001;120;0;20.01;
1100000-threshold-0;46.23;1.10;48.88;1.10;43.43;1.09;;;;0.214;9863;2;29.732;;;0.003;2876;0;38.54;
idle;39.01;1.02;40.07;1.05;37.55;1.00;;;;0.266;4109;2;6.618;;;0.001;401;0;20.02;
1100000-threshold-5;49.01;1.10;52.05;1.10;44.17;1.10;;;;0.175;5248;2;41.581;;;0.004;2887;0;25.66;
idle;39.18;1.03;40.94;1.06;37.72;1.00;;;;0.266;4178;2;6.964;;;0.001;98;0;20.01;
1100000-threshold-10;45.92;1.10;48.49;1.10;44.24;1.09;;;;0.145;8524;2;28.605;;;0.003;2881;0;41.99;
idle;39.27;1.03;40.65;1.05;37.93;1.01;;;;0.240;4326;2;6.973;;;0.001;138;0;20.02;
1100000-threshold-15;48.51;1.10;49.64;1.10;44.55;1.10;;;;0.156;6559;2;37.899;;;0.004;3327;0;28.60;
idle;39.11;1.03;41.59;1.05;37.74;1.00;;;;0.214;3926;2;7.029;;;0.001;110;0;20.02;
1100000-threshold-20;48.27;1.10;49.26;1.10;45.76;1.10;;;;0.165;6284;2;39.027;;;0.005;3740;0;26.50;
idle;39.11;1.03;40.68;1.05;37.69;1.00;;;;0.223;4400;2;6.948;;;0.001;134;0;20.02;
1100000-threshold-25;48.99;1.10;50.09;1.10;45.04;1.10;;;;0.168;6887;2;38.925;;;0.004;2955;0;27.82;
idle;39.20;1.02;40.46;1.05;38.08;1.00;;;;0.225;4400;2;6.781;;;0.001;127;0;20.02;
1100000-threshold-30;49.32;1.10;52.69;1.10;44.82;1.10;;;;0.137;5684;2;41.327;;;0.004;3311;0;26.32;
idle;39.15;1.02;40.05;1.04;37.29;1.00;;;;0.259;4172;2;6.565;;;0.001;191;0;20.02;
1100000-threshold-35;46.28;1.10;49.13;1.10;44.40;1.10;;;;0.142;8522;2;28.700;;;0.003;3503;0;41.85;
idle;39.12;1.02;40.07;1.05;37.99;1.00;;;;0.183;3761;2;6.555;;;0.000;93;0;20.01;
1100000-threshold-40;48.76;1.10;52.24;1.10;44.35;1.10;;;;0.136;5469;2;39.532;;;0.004;3090;0;27.81;
idle;39.36;1.02;40.47;1.04;38.10;0.98;;;;0.208;3921;2;6.915;;;0.000;112;0;20.02;
1100000-threshold-45;46.19;1.10;48.92;1.10;44.02;1.09;;;;0.169;9323;2;29.576;;;0.003;3273;0;40.22;
idle;39.39;1.02;41.81;1.04;38.00;1.01;;;;0.206;4352;2;6.950;;;0.001;141;0;20.02;
1100000-threshold-50;46.06;1.10;49.21;1.10;43.25;1.09;;;;0.152;8825;2;28.677;;;0.003;3067;0;42.23;
idle;39.25;1.02;41.24;1.06;37.48;0.99;;;;0.221;4583;2;6.636;;;0.001;126;0;20.01;
1100000-threshold-55;46.27;1.10;48.83;1.10;44.55;1.09;;;;0.187;9389;2;29.690;;;0.003;3243;0;39.69;
idle;39.30;1.03;41.75;1.06;37.81;1.00;;;;0.194;3931;2;6.932;;;0.001;101;0;20.01;
1100000-threshold-60;46.38;1.10;48.76;1.10;44.09;1.09;;;;0.198;9203;2;29.816;;;0.003;3413;0;38.58;
idle;39.02;1.02;40.84;1.06;37.80;1.00;;;;0.234;4400;2;6.529;;;0.000;107;0;20.00;
1100000-threshold-65;48.68;1.10;52.03;1.10;43.94;1.09;;;;0.130;5521;2;39.430;;;0.004;3216;0;27.84;
idle;39.09;1.03;40.71;1.06;37.41;1.01;;;;0.244;4359;2;6.723;;;0.001;126;0;20.02;
1100000-threshold-70;48.66;1.10;49.52;1.10;46.05;1.10;;;;0.143;6630;2;39.221;;;0.005;3608;0;27.00;
idle;38.95;1.02;41.99;1.05;37.15;0.98;;;;0.194;4053;2;6.639;;;0.001;103;0;20.01;
1100000-threshold-75;46.20;1.10;48.70;1.10;44.15;1.09;;;;0.161;9193;2;29.363;;;0.003;3001;0;40.01;
idle;38.93;1.03;41.29;1.06;37.05;1.00;;;;0.251;4591;2;6.849;;;0.001;139;0;20.02;
1100000-threshold-80;48.86;1.10;51.94;1.10;43.60;1.08;;;;0.152;5318;2;41.426;;;0.003;2573;0;25.14;
idle;38.88;1.02;39.98;1.05;37.37;1.00;;;;0.225;4319;2;6.613;;;0.001;116;0;20.02;
1100000-threshold-85;48.85;1.10;53.24;1.10;44.51;1.10;;;;0.169;6591;2;40.034;;;0.003;2932;0;27.99;
idle;38.89;1.03;40.61;1.05;37.69;0.99;;;;0.231;4328;2;6.489;;;0.001;105;0;20.02;
1100000-threshold-90;46.21;1.10;48.60;1.10;44.33;1.10;;;;0.183;9902;2;29.804;;;0.003;2952;0;39.41;
idle;39.03;1.02;41.04;1.06;37.12;1.00;;;;0.210;3907;2;6.655;;;0.001;115;0;20.02;
1100000-threshold-95;48.80;1.10;50.05;1.10;45.51;1.10;;;;0.128;6745;2;40.275;;;0.005;3852;0;25.75;
idle;38.98;1.03;41.47;1.06;37.37;1.00;;;;0.228;4196;2;6.695;;;0.001;98;0;20.02;
1100000-threshold-100;46.33;1.10;49.45;1.10;44.22;1.10;;;;0.197;9823;2;29.904;;;0.003;3398;0;39.99;
idle;39.15;1.02;40.35;1.04;37.87;1.01;;;;0.232;3999;2;6.845;;;0.000;106;0;20.02;
1100000-threshold-105;46.07;1.10;49.31;1.10;44.23;1.10;;;;0.180;8641;2;28.573;;;0.003;3628;0;43.01;
idle;39.12;1.02;40.56;1.05;37.73;0.99;;;;0.229;3999;2;6.685;;;0.001;128;0;20.02;
1100000-threshold-110;48.76;1.10;51.84;1.10;44.15;1.10;;;;0.136;5744;2;40.893;;;0.004;2895;0;26.58;
idle;38.94;1.02;41.08;1.05;37.32;0.98;;;;0.235;4408;2;6.454;;;0.001;105;0;20.02;
1100000-threshold-115;48.59;1.10;49.50;1.10;44.58;1.10;;;;0.184;8277;2;38.627;;;0.004;3169;0;27.56;
idle;39.14;1.02;42.10;1.05;37.92;0.99;;;;0.255;4110;2;6.530;;;0.000;116;0;20.02;
1100000-threshold-120;46.21;1.10;49.17;1.10;44.19;1.08;;;;0.176;10054;2;29.678;;;0.003;3686;0;39.38;
idle;39.27;1.03;40.67;1.05;38.47;1.00;;;;0.216;4073;2;6.720;;;0.000;97;0;20.01;
1100000-threshold-125;48.80;1.10;52.38;1.10;44.21;1.10;;;;0.143;6158;2;40.253;;;0.004;2894;0;26.73;
idle;39.21;1.03;40.87;1.05;38.00;1.00;;;;0.269;4371;2;6.678;;;0.001;119;0;20.02;
1100000-threshold-130;49.23;1.10;52.46;1.10;44.59;1.10;;;;0.128;5682;2;41.320;;;0.004;3012;0;25.96;
idle;38.89;1.02;40.27;1.05;37.88;1.00;;;;0.222;3796;2;6.476;;;0.000;104;0;20.01;
1100000-threshold-135;44.66;1.10;45.57;1.10;43.50;1.09;;;;0.170;12863;2;23.868;;;0.003;3683;0;53.42;
idle;39.14;1.02;40.24;1.05;37.67;0.99;;;;0.203;3992;2;6.617;;;0.001;103;0;20.01;
1100000-threshold-140;48.59;1.10;49.86;1.10;43.44;1.09;;;;0.184;5958;2;39.772;;;0.003;2899;0;26.04;
idle;38.95;1.03;40.92;1.05;37.73;1.00;;;;0.258;3873;2;6.415;;;0.001;113;0;20.02;
1100000-threshold-145;46.14;1.10;48.99;1.10;44.04;1.10;;;;0.166;8637;2;29.906;;;0.003;3180;0;37.76;
idle;38.99;1.02;40.31;1.05;37.76;0.99;;;;0.232;4265;2;6.521;;;0.001;117;0;20.02;
